epoch,test_acc,train_acc,valid_acc
1,0.8376088677940158,0.7609461957787604,0.8283446709585298
2,0.8847980998568561,0.9079714934422835,0.9179138321995465
3,0.9380839272047543,0.9438345929526407,0.9517006802721089
4,0.9420427553632952,0.9520149046474212,0.9582766439909297
5,0.9427553444652451,0.9587871299023654,0.9628117913832199
6,0.9327790974343663,0.9445913196785045,0.9442176870748299
7,0.935391924009376,0.9582602948440517,0.9575963718820861
8,0.9402216943973412,0.9648457331229294,0.9634920634920635
9,0.9491686460996372,0.9638878511914564,0.9598639455782313
10,0.9452889944765177,0.9634615937279541,0.9614512471655329
11,0.9394299287599698,0.9648409437092755,0.9653061224489796
12,0.9486935867455302,0.96456794735538,0.9628117913832199
13,0.9495645289466387,0.9723555274622531,0.9643990929705215
14,0.9429928741281408,0.9689263101470084,0.9705215419501134
15,0.9429928741564566,0.9623025565914426,0.9571428571428572
